Clinic Name,URL,Street Address,Phone,Error
Ipswich Health Plaza,https://www.westmoreton.health.qld.gov.au/location/ipswich-health-plaza,vices at West Moreton Health. Phone 07 3817 2444 Hospital address 21 Bell Street Ipswich QLD 4305 Australia Postal Address PO Box 878 Ipswich QLD 4305,"07 3817 2444, 3810 1111",
Ipswich Hospital,https://www.westmoreton.health.qld.gov.au/location/ipswich-health,ces at West Moreton Health. Phone 07 3810 1111 Hospital address Chelmsford Avenue Ipswich QLD 4305 Australia Postal Address PO Box 73 Ipswich QLD 4305,"07 3810 1111, 3810 1111",
Ipswich Oral Health Clinic,https://www.westmoreton.health.qld.gov.au/location/ipswich-oral-health-clinic,ents who have received services at West Moreton Health. Phone 1300 300 850 Hospital address Corner Gordon Street and Limestone Street Ipswich QLD 4305,3810 1111,
Isisford Primary Health Centre,https://www.centralwest.health.qld.gov.au/hospitals-and-health-centres/isisford-primary-health-centre,"St. Helena St
Isisford Qld 4731 | St. Helena St
Isisford Qld 4731",07 4658 8500,
Jacaranda Place,https://www.childrens.health.qld.gov.au/services/locations/jacaranda-place,health.qld.gov.auContact UsSearchMenu | health.qld.gov.auContact UsSearchMenu | health.qld.gov.au,0746353111,
Jandowae Multi-Purpose Health Service,https://www.darlingdowns.health.qld.gov.au/hospitals-and-health-centres/jandowae-multipurpose-health-service,"13 Dalby St
Jandowae Qld 4410 | 13 Dalby St
Jandowae Qld 4410",07 4668 4555,
Janelle Killick Community Care Unit,https://www.sunshinecoast.health.qld.gov.au/hospitals-and-health-centres/janelle-killick-community-care-unit,"6 Lady Musgrave Dr 
Mountain Creek Qld 4557 | 6 Lady Musgrave Dr 
Mountain Creek Qld 4557","07 5452 4444, 1300 64 22 55, 131 008",
Jericho Health Clinic,https://www.centralwest.health.qld.gov.au/hospitals-and-health-centres/jericho-health-clinic,"19 Pasteur St
Jericho Qld 4728 | 19 Pasteur St
Jericho Qld 4728",07 4651 4900,
Joyce Palmer Health Service (Palm Island),https://www.townsville.health.qld.gov.au/facilities/palm-island/,"Palmer Health Service 5.0 (4) General Hospital Beach Rd, Palm Island QLD 4816","4752 5151, 07 4752 5151, 07 4752 5100, 4752 5100",
Julia Creek Multipurpose Health Service,https://www.northwest.health.qld.gov.au/our-facilities/julia-creek/,"ose Health Service (MPHS) General enquiries between 9am to 5pm, please call: (07) 4746 4000 In an emergency call: 000 1 Burke St, Julia Creek QLD 4823",4746 4000,
Jumbun Community Health Centre,https://www.cairns-hinterland.health.qld.gov.au/hospitals-and-health-centres/jumbun-community-health-centre,"183 Murray Falls Road
Murray Upper QLD 4854 | 183 Murray Falls Road
Murray Upper QLD 4854",07 4066 1409 or 07 4016 1444 (option 6),
Jundah Primary Health Centre,https://www.centralwest.health.qld.gov.au/hospitals-and-health-centres/jundah-primary-health-centre,"1 Hospital Rd
Jundah Qld 4736 | 1 Hospital Rd
Jundah Qld 4736",07 4658 6500,
Kallangur Satellite Hospital (Kalangoor),https://metronorth.health.qld.gov.au/hospitals-services/satellite-hospitals,HERSTON QLD 4029,": 1300 300 850, : 1300 364 938",
Karumba Primary Health Clinic,https://www.northwest.health.qld.gov.au/our-facilities/karumba/,"Choose area Search Results Karumba Hospital, 140/160 Walker St, Karumba QLD 4891",4745 9137,
Kawana Oral Health,https://www.sunshinecoast.health.qld.gov.au/hospitals-and-health-centres/kawana-oral-health,"Unit 4 Kawana Island Professional Centre Kawana Island Blvd
Kawana Qld 4575 | Unit 4 Kawana Island Professional Centre Kawana Island Blvd
Kawana Qld 4575","1300 300 850, 131 008",
Kilcoy Hospital,https://metronorth.health.qld.gov.au/kilcoy,KILCOY QLD 4515,"000, (07) 5422 4411",
Kingaroy Hospital,https://www.darlingdowns.health.qld.gov.au/hospitals-and-health-centres/warwick-hospital,"56 Locke St
Warwick Qld 4370 | 56 Locke St
Warwick Qld 4370",07 4660 3900,
King Street Community Health Centre,https://metronorth.health.qld.gov.au/community/locations/caboolture-king-st-community-health-centre,CABOOLTURE QLD 4510," 07 5431 9900, : 07 5431 9902, Phone: 07 5431 9962",
Kirwan Health Campus,https://www.townsville.health.qld.gov.au/facilities/townsville/kirwan-health-campus/,"Kirwan Campus Location: Kirwan Community Health, 138 Thuringowa Drive KIRWAN QLD 4817","4433 9830, 4433 9100, 4433 9004, 4433 9900, 4433 9700, 4433 9500, 4433 9800",
Kowanyama Primary Health Care Centre,https://www.torres-cape.health.qld.gov.au/hospitals-and-health-centres/kowanyama-primary-health-care-centre,"Carrington St
Kowanyama Qld 4892 | Carrington St
Kowanyama Qld 4892",07 4083 7600,
Kubin Primary Health Care Centre (on Moa Island),https://www.torres-cape.health.qld.gov.au/hospitals-and-health-centres/kubin-primary-health-care-centre,"1 Ikilgau Yabu Rd
Moa Island Qld 4875 | 1 Ikilgau Yabu Rd
Moa Island Qld 4875",07 4090 1100,
Laidley Hospital,https://www.westmoreton.health.qld.gov.au/location/laidley-health,d Health via SMS to patients who have received services at West Moreton Health. Phone 07 5466 8100 Hospital address 75 William Street Laidley QLD 4341,3810 1111,
Laura Primary Health Care Centre,https://www.torres-cape.health.qld.gov.au/hospitals-and-health-centres/laura-primary-health-care-centre,"1 Gladwell Ct
Laura Qld 4892 | 1 Gladwell Ct
Laura Qld 4892",07 4060 3320,
Lockhart River Primary Health Care Centre,https://www.torres-cape.health.qld.gov.au/hospitals-and-health-centres/lockhart-river-primary-health-care-centre,"2 Paytam St
Lockhart River Qld 4892 | 2 Paytam St
Lockhart River Qld 4892",07 4060 7155,
Logan Central Addiction and Mental Health Centre,https://www.metrosouth.health.qld.gov.au/hospital-and-health-centres/logan-central-addiction-and-mental-health-centre,"51 Wembley Road, Logan Central Qld 4114","07 3078 2120, 07 3089 4000",
Logan Central Community Health Centre,https://metrosouth.health.qld.gov.au/logan-central-community-health,"97-103 Wembley Road, Logan Central Qld 4114",07 3290 8900,"HTTPSConnectionPool(host='www.metrosouth.health.qld.gov.au', port=443): Read timed out. (read timeout=10)"
Logan Healthcare Centre,https://www.metrosouth.health.qld.gov.au/hospital-and-health-centres/logan-healthcare-centre,"LO4 Community Place, Griffith University, Logan Campus, 68 University Drive, Meadowbrook Qld 4131",07 3299 8383,
Logan Hospital,https://www.metrosouth.health.qld.gov.au/hospital-and-health-centres/logan-hospital,"Cnr Loganlea Rd and Armstrong Rd, Meadowbrook Qld 4131","Phone: 07 3299 9472, : 07 3299 8457, : 07 2104 1297, : 07 3299 9472, Phone: 07 3299 8457, Phone: 07 2104 1297,  07 3299 8899","HTTPSConnectionPool(host='www.metrosouth.health.qld.gov.au', port=443): Read timed out. (read timeout=10)"
Longreach Clinical Rooms,https://www.centralwest.health.qld.gov.au/hospitals-and-health-centres/longreach-clinical-rooms,"Iningai Arcade
Suite 3 and 5 
109 Eagle St
Longreach Qld 4730 | Iningai Arcade
Suite 3 and 5 
109 Eagle St
Longreach Qld 4730","07 4652 5500, 0429 000 900.",
Longreach Family Medical Practice,https://www.centralwest.health.qld.gov.au/hospitals-and-health-centres/longreach-family-medical-practice,"Iningai Arcade
1/109 Eagle St
Longreach Qld 4730 | Iningai Arcade
1/109 Eagle St
Longreach Qld 4730",07 4652 8800,
Longreach Hospital,https://www.centralwest.health.qld.gov.au/hospitals-and-health-centres/longreach-hospital,"Corner of Jabiru and 
Plover Streets
Longreach Qld 4730 | Corner of Jabiru and 
Plover Streets
Longreach Qld 4730","07 4658 4700, 07 4658 7904, 07 4658 4740",
Mabuiag Island Primary Health Care Centre,https://www.torres-cape.health.qld.gov.au/hospitals-and-health-centres/mabuiag-island-primary-health-care-centre,"Lot 2 Map St
Mabuiag Island Qld 4875 | Lot 2 Map St
Mabuiag Island Qld 4875",07 4090 1200,
Mackay Base Hospital,https://www.mackay.health.qld.gov.au/your-hospitals/mackay-base-hospital/,"Pune, Maharashtra ∙ Choose area Search Results 475 Bridge Rd, Mackay QLD 4740","07 4885 6770, 07 4885 6769, 07 4885 6000, 07 4885 5915, 4968 3893, 4885 6000, 4968 6000, 4885 5722",
Mackay Community Health,http://www.mackay.health.qld.gov.au/your-hospitals/,"ay Community Health Centre Phone (07) 4948 7633 Fax (07) 4948 7633 Address 12 Altmann Avenue, Cannonvale QLD 4802 Mail PO Box 161, Cannonvale QLD 4802","4785 4777, 4943 8777, 4813 9400, 4786 3188, 4958 9059, 4943 8739, 4941 1931, 4813 9480, 4885 6000, 4941 4600, 4948 7633, 4885 6769, 4941 4610, 4983 4000, 4985 7779, 4985 7806, 4785 4799, 4958 9821, 4786 8222, 4941 1911, 4968 3863, 4983 4001",
Magnetic Island Health Service Centre,https://www.townsville.health.qld.gov.au/facilities/magnetic-island-health-service/,"Care Clinic 5.0 (9) Medical Clinic 76 Sooning St, Nelly Bay QLD 4819","4778 5614, 4758 1974",
Malakoola (Napranum) Primary Health Care Centre,https://www.torres-cape.health.qld.gov.au/hospitals-and-health-centres/malakoola-napranum-primary-health-care-centre,"health.qld.gov.auContact usSearchMenu | health.qld.gov.auContact usSearchMenu | health.qld.gov.au | Contact detailsOffice hours:8:30 am to 4 pm Monday to Thursday and 8:30 am to 1 pm FridayIn an emergency call 000Phone07 4082 3500Fax07 4082 3555Street address413 Moun Ding StNapranum Qld 4874Postal addressPO Box 341Weipa Qld 4874Plan your visitInformation to help you plan your visit to Malakoola / Napranum Primary Health Care Centre.Street address:413 Moun Ding St, Napranum Qld 4874ParkingStreet parking is available outside the health care centre.Last updated:December 2022 | Contact detailsOffice hours:8:30 am to 4 pm Monday to Thursday and 8:30 am to 1 pm FridayIn an emergency call 000Phone07 4082 3500Fax07 4082 3555Street address413 Moun Ding StNapranum Qld 4874Postal addressPO Box 341Weipa Qld 4874 | Contact detailsOffice hours:8:30 am to 4 pm Monday to Thursday and 8:30 am to 1 pm FridayIn an emergency call 000Phone07 4082 3500Fax07 4082 3555Street address413 Moun Ding StNapranum Qld 4874Postal addressPO Box 341Weipa Qld 4874 | Contact detailsOffice hours:8:30 am to 4 pm Monday to Thursday and 8:30 am to 1 pm FridayIn an emergency call 000Phone07 4082 3500Fax07 4082 3555Street address413 Moun Ding StNapranum Qld 4874Postal addressPO Box 341Weipa Qld 4874 | Street address413 Moun Ding StNapranum Qld 4874Postal addressPO Box 341Weipa Qld 4874 | Street address413 Moun Ding StNapranum Qld 4874 | Street address413 Moun Ding StNapranum Qld 4874 | Postal addressPO Box 341Weipa Qld 4874 | Postal addressPO Box 341Weipa Qld 4874 | Plan your visitInformation to help you plan your visit to Malakoola / Napranum Primary Health Care Centre.Street address:413 Moun Ding St, Napranum Qld 4874ParkingStreet parking is available outside the health care centre. | Street address:413 Moun Ding St, Napranum Qld 4874ParkingStreet parking is available outside the health care centre. | Street address:413 Moun Ding St, Napranum Qld 4874 | Street address:413 Moun Ding St, Napranum Qld 4874 | 413 Moun Ding St, Napranum Qld 4874","
07 4082 3555, 07 4082 3555, Phone
07 4082 3500","HTTPSConnectionPool(host='www.torres-cape.health.qld.gov.au', port=443): Read timed out. (read timeout=10)"
Malanda Primary Health Centre,https://www.cairns-hinterland.health.qld.gov.au/hospitals-and-health-centres/malanda-primary-health-centre,"3/15 Catherine Street
Malanda QLD 4885 | 3/15 Catherine Street
Malanda QLD 4885",07 4096 5339,
Maleny Soldiers Memorial Hospital,https://www.sunshinecoast.health.qld.gov.au/hospitals-and-health-centres/maleny-soldiers-memorial-hospital,"17 Bean St
Maleny Qld 4552 | 17 Bean St
Maleny Qld 4552","07 5420 5000, 07 5420 5000",
Mapoon Primary Health Care Centre,https://www.torres-cape.health.qld.gov.au/hospitals-and-health-centres/mapoon-primary-health-care-centre,"Red Beach Rd
Mapoon Qld 4874 | Red Beach Rd
Mapoon Qld 4874",07 4082 9400,
Mareeba Hospital,https://cairns-hinterland.health.qld.gov.au/hospitals-and-health-centres/mareeba-hospital,"21 Lloyd Street
Mareeba QLD 4880 | 21 Lloyd Street
Mareeba QLD 4880",07 4092 9333,
Marie Rose Centre,https://www.metrosouth.health.qld.gov.au/hospital-and-health-centres/marie-rose-centre,"36 Oxley Parade, Dunwich Qld 4183","07 3488 4911, 07 3488 4946",
Maroochydore Community Health,https://www.sunshinecoast.health.qld.gov.au/hospitals-and-health-centres/maroochydore-community-health,"60 Dalton Dr
Maroochydore Qld 4558 | 60 Dalton Dr
Maroochydore Qld 4558","07 5202 9500, 131 008",
Maryborough Hospital,https://www.widebay.health.qld.gov.au/hospitals-and-health-centres/maryborough-hospital,"185 Walker Street
Maryborough Qld 4650 | 185 Walker Street
Maryborough Qld 4650",07 4122 8222,
Masig (Yorke Island) Primary Health Care Centre,https://www.torres-cape.health.qld.gov.au/hospitals-and-health-centres/masig-yorke-island-primary-health-care-centre,"115 Aous Rd
Yorke Island QLD 4875 | 115 Aous Rd
Yorke Island QLD 4875",07 4069 4296,
McKinlay Primary Health Clinic,https://www.northwest.health.qld.gov.au/our-facilities/mckinlay/,"lay Primary Health Clinic General enquiries between 9am to 5pm, please call: 07 4746 8505 In an emergency call: 000 24 Wylde Street, McKinlay QLD 4823",07 4746 8505,
Mer (Murray Island) Primary Health Care Centre,https://www.torres-cape.health.qld.gov.au/hospitals-and-health-centres/mer-murray-island-primary-health-care-centre,Murray Island Qld 4875 | Murray Island Qld 4875,07 4069 4089,
Middlemount Community Health Centre,https://www.mackay.health.qld.gov.au/your-hospitals/middlemount-community-health,"Last updated July 17, 2019 Print Contact us Middlemount Community Health P (07) 4985 7779 F (07) 4985 7806 Address 7 Burns Court Middlemount QLD 4746","4985 7779, 4985 7806",
Miles Hospital,https://www.darlingdowns.health.qld.gov.au/hospitals-and-health-centres/miles-hospital,"5-11 Colamba St 
Miles Qld 4415 | 5-11 Colamba St 
Miles Qld 4415",07 4628 5600,
Millaa Millaa Primary Health Centre,https://www.cairns-hinterland.health.qld.gov.au/hospitals-and-health-centres/millaa-millaa-primary-health-centre,"45 Palm Avenue 
Millaa Millaa QLD 4886 | 45 Palm Avenue 
Millaa Millaa QLD 4886",07 4097 2223,
Milmerran Multipurpose Health Service,https://www.darlingdowns.health.qld.gov.au/hospitals-and-health-centres/millmerran-multipurpose-health-service,":


50-60 Commens St

Millmerran Qld 4357 | :


50-60 Commens St

Millmerran Qld 4357","07 4695 3111, 07 4616 6610, 07 4616 6610",
